DIRECCIÓN,BARRIO,X,Y,TIPO,DIÁMETRO HIDRANTE,Longitud,Latitud
CRA 22 # 48-49,La Concordia,1106007.398,1278540.338,Tipo Piso,2'',-73.11793255,7.113972817
CL 98 # 14-03,Ciudad Venecia,1105343.916,1275740.396,Tipo Milán,3'',-73.12398994,7.088670809
CL 30A # 33-22 ,Quinta Dania,1106493.488,1280165.349,Tipo Tráfico,4'',-73.11350222,7.128655418
CL 105 # 16A - 85,El Rocio,1105831.072,1275234.973,Tipo Tráfico,4'',-73.11959031,7.084092194
CL 6 # 24-06,Comuneros,1105314.8,1281483.575,Tipo Piso,2'',-73.12414633,7.140595672
CRA 22 #35,Antonia Santos centro,1105656.252,1279275.759,Tipo Tráfico,4'',-73.12109704,7.120628358
CRA 20#35,Centro,1105501.203,1279202.148,Tipo Milán,3'',-73.12250181,7.119965729
CRA 31#19-37,Centro,1105357.117,1279527.945,Tipo Tráfico,3'',-73.12379988,7.122913962
CRA 15#6 - 05 ,Chapinero,1104395.881,1281265.748,Tipo Tráfico,4'',-73.13246811,7.138643399
CRA 15 # 21,San Francisco,1104753.475,1279952.179,Tipo Tráfico,4'',-73.12925574,7.126760721
CRA 15 # 20,San Francisco,1104731.055,1280067.68,Tipo Tráfico,4'',-73.12945652,7.127805389
CRA 15 # 23-17,Granada,1104805.264,1279690.314,Tipo Tráfico,4'',-73.12879184,7.124392224
CRA 15 # 14-01,San Francisco,1104624.567,1280606.41,Tipo Tráfico,4'',-73.13041038,7.13267805
CL 9 # 24-55 APARTA-ESTUDIO 201,Comuneros,1105419.437,1281224.109,Tipo Tráfico,4'',-73.12320406,7.138247877
CRA 55 # 71-23 CASA 12,Altos del Lago,1108381.906,1277580.903,Tipo Milán,3'',-73.09645911,7.105253562
CL 14 # 27-03 B. LA UNIVERSIDAD,Universidad,1105748.83,1280842.487,Tipo Tráfico,4'',-73.1202297,7.134791446
CL 20 # 30-27 ,San Alonso,1106138.606,1280343.483,Tipo Tráfico,4'',-73.11671104,7.13027262
CRA 26A # 10-30 ,Universidad,1105659.597,1281128.255,Tipo Tráfico,4'',-73.12103203,7.137376761
CRA 7 # 42-44,Alfonso López,1104454.762,1278512.475,Tipo Milán,3'',-73.13198616,7.113749812
CL 45 # 27-61 ,Sotomayor,1106358.639,1278975.084,Tipo Tráfico,4'',-73.11474524,7.117896759
CL 22#14,Granada,1104675.298,1279843.271,Tipo Milán,3'',-73.12996537,7.125777526
CRA 24 # 80-52 T D ,Diamante II,1106628.654,1276444.948,Tipo Tráfico,4'',-73.11234902,7.095016674
CL 21#10,Granada,1104305.617,1279849.151,Tipo Milán,3'',-73.13331138,7.125837536
CL 48#9 OCC,Campo Hermoso,1103658.501,1277408.498,Tipo Milán,3'',-73.13921348,7.103783321
CL 64 # 11W-03 T 1A ,Monterredondo,1104308.825,1276295.296,Tipo Milán,3'',-73.13334796,7.093706829
CRA 6W # 55-01,Mutis,1104364.922,1277104.714,Tipo Milán,3'',-73.13282531,7.101023801
CRA 7BW # 45-67 ,Ciudadela Real de Minas,1105243.861,1277353.608,Tipo Tráfico,6'',-73.12486551,7.103257802
CL 59 # 7-61 ,Ciudadela Real de Minas,1105161.688,1277454.235,Tipo Milán,3'',-73.12560738,7.104169106
AV LOS BUCAROS # 60-319 BL 1 ,Ciudadela Real de Minas,1105764.055,1277339.856,Tipo Tráfico,6'',-73.12015754,7.103123778
CL 61 # 10-150 ,Ciudadela Real de Minas,1105781.188,1277328.034,Tipo Tráfico,4'',-73.12000269,7.103016575
AV LOS BUCAROS # 60-319 BL 2 ,Ciudadela Real de Minas,1105713.588,1277336.735,Tipo Milán,3'',-73.12061438,7.103096504
CRA 55 # 51-117 APARTAESTUDIO,Ciudadela Real de Minas,1105428.295,1277669.906,Tipo Milán,3'',-73.12319032,7.106114033
CRA 8 # 61-146 ,Ciudadela Real de Minas,1105424.167,1277173.395,Tipo Milán,3'',-73.12323694,7.101625132
CRA 8 # 64C-39 CASA 145,Ciudadela Real de Minas,1105579.421,1276986.365,Tipo Milán,3'',-73.12183525,7.099931291
CL 64C-CRA 3W CUARTO DE ASEO,Ciudadela Real de Minas,1104943.058,1276538.886,Tipo Milán,3'',-73.12760316,7.095897441
AV GUAYACANES CRA 1B BL 13 ,Ciudadela Real de Minas,1105155.024,1276701.263,Tipo Milán,3'',-73.12568169,7.097361569
AV GUAYACANES CRA 1B BL 11 ,Ciudadela Real de Minas,1105170.518,1276763.518,Tipo Milán,3'',-73.1255403,7.097924128
CL REAL # 5B-83 ,Ciudadela Real de Minas,1105251.297,1277230.515,Tipo Milán,3'',-73.1248005,7.102144774
CL REAL # 6-74 ,Ciudadela Real de Minas,1105281.051,1277244.348,Tipo Tráfico,4'',-73.12453094,7.102269283
CRA 5B CL REAL INT 1 CONJ. RESIDENCIAL CALLE REAL,Ciudadela Real de Minas,1105199.423,1277138.458,Tipo Milán,3'',-73.12527172,7.101313445
CL REAL # 5B-113 ,Ciudadela Real de Minas,1105230.598,1277142.275,Tipo Milán,3'',-73.12498948,7.101347375
CL REAL # 5A-42 CONDOMINIO REAL DEL LLANO ,Ciudadela Real de Minas,1105252.526,1277127.507,Tipo Milán,3'',-73.12479129,7.101213447
CL 61 # 9-23 ,Ciudadela Real de Minas,1105630.257,1277172.534,Tipo Milán,3'',-73.12137166,7.101613505
CRA 2 GUAY O MZ E CASA 46,Ciudadela Real de Minas,1105237.043,1276665.501,Tipo Milán,3'',-73.12494002,7.097036722
CRA 1B GUAY O MZ F CASA 60,Ciudadela Real de Minas,1105226.84,1276571.593,Tipo Milán,3'',-73.12503411,7.096187883
CL 67B # 27-92,La Salle,1106646.912,1277171.657,Tipo Milán,3'',-73.11217008,7.101586523
CRA 15 # 55-18,Gomez Niño,1105626.693,1277856.734,Tipo Milán,3'',-73.12139114,7.10779945
CL 25 #4,Girardot,1104035.553,1279475.197,Tipo Milán,3'',-73.13576274,7.122461575
CRA 17C # 63-11 ,La Ceiba,1106196.993,1277467.501,Tipo Milán,3'',-73.11623668,7.104269712
CL 14 # 40-81,Morrorico,1107322.904,1280771.563,Tipo Tráfico,4'',-73.10598333,7.134120471
CL 67 # 24-37,La Victoria,1106456.029,1277200.689,Tipo Tráfico,4'',-73.11389719,7.10185259
CRA 19#6,Comuneros,1104832.67,1281391.209,Tipo Milán,3'',-73.12851212,7.139769585
CL 10 # 21-77,Comuneros,1105179.381,1281082.323,Tipo Tráfico,4'',-73.1253796,7.136970474
CRA 44W # 59A-48,Estoraques,1103152.583,1275872.95,Tipo Milán,3'',-73.14382051,7.089909513
CRA 48W # 59B-43,Estoraques,1103040.855,1275786.196,Tipo Milán,3'',-73.14483331,7.089127196
CL 60 # 1W-03,Ciudadela Real de Minas,1104833.849,1277097.097,Tipo Milán,3'',-73.12858125,7.100946277
CRA 2W # 63-08,Mutis,1104878.885,1276914.097,Tipo Milán,3'',-73.12817703,7.099290932
AV LOS BUCAROS # 2-108 CONJ. RESIDENCIAL LAURELES,Ciudadela Real de Minas,1104780.857,1277455.195,Tipo Milán,3'',-73.12905424,7.104184841
CRA 3 # 55-146 ,Ciudadela Real de Minas,1104892.78,1277304.897,Tipo Milán,3'',-73.12804402,7.102823914
CRA 3 # 63-60 ,Ciudadela Real de Minas,1105099.37,1276987.125,Tipo Milán,3'',-73.12618009,7.099947094
CRA 5 # 61-15 INT 5,Ciudadela Real de Minas,1105127.913,1277220.921,Tipo Milán,3'',-73.12591742,7.102060324
AV LOS BUCAROS # 3-35 ,Ciudadela Real de Minas,1104843.21,1277463.62,Tipo Milán,3'',-73.12848973,7.104259863
AV SAMANES # 9-140 ,Ciudadela Real de Minas,1105429.853,1277452.515,Tipo Milán,3'',-73.12318027,7.104148566
CL 60 # 9-93 ,Ciudadela Real de Minas,1105484.62,1277524.69,Tipo Milán,3'',-73.12268323,7.104800076
AV SAMANES # 9-75 ,Ciudadela Real de Minas,1105452.308,1277497.258,Tipo Tráfico,6'',-73.12297619,7.104552664
CL ESTUDIANTES # 9-220,Ciudadela Real de Minas,1105368.609,1277675.395,Tipo Milán,3'',-73.12373044,7.106164771
CL 61 # 1W-35 CASA 2,Ciudadela Real de Minas,1105038.248,1276793.362,Tipo Milán,3'',-73.1267369,7.098196404
VIA CUCUTA # 258  B LOS LOS SAUCES,Los Sauces,1107125.449,1280761.226,Tipo Tráfico,4'',-73.10777077,7.134030773
CRA 64 # 18-50,Buenavista,1108181.559,1280306.551,Tipo Tráfico,4'',-73.09822018,7.129899898
CRA 8 # 64-22 CASA 32,Ciudadela Real de Minas,1105505.483,1277048.766,Tipo Milán,3'',-73.12250328,7.10049684
CL 94 # 48-37 CASA 62,Lagos del Cacique,1107889.502,1276923.722,Tipo Tráfico,4'',-73.10092834,7.099321408
CRA 9A # 64A-24 CASA 37,Ciudadela Real de Minas,1105658.349,1277091.582,Tipo Milán,3'',-73.12111892,7.100881089
CRA 3 # 60-22 CASA 2 ETAPA 2,Ciudadela Real de Minas,1104921.238,1277114.55,Tipo Milán,3'',-73.12778998,7.101102457
CL DE LOS ESTUDIANTES # 10-20,Ciudadela Real de Minas,1105385.218,1277762.031,Tipo Milán,3'',-73.12357849,7.106947746
CRA 15#1N - 40,Villa Mercedes,1104091.638,1281842.181,Tipo Tráfico,4'',-73.13521133,7.143860594
CRA 26A # 12-10 ,Universidad,1105662.735,1280982.675,Tipo Milán,3'',-73.12100636,7.136060506
CL 16 # 25-58 ,San Francisco,1105634.297,1280617.933,Tipo Tráfico,4'',-73.12127061,7.1327634
CL 50 # 29-31,Sotomayor,1106585.154,1278603.572,Tipo Tráfico,4'',-73.11270203,7.114533653
CL 50 # 28-34 ,Sotomayor,1106497.49,1278616.222,Tipo Tráfico,4'',-73.11349525,7.114649669
CL 41#14-82 ANDES 41,Centro,1105099.236,1278784.087,Tipo Tráfico,6'',-73.12614789,7.116193519
CRA 20 # 51-57 ,La Concordia,1105955.304,1278279.688,Tipo Tráfico,4'',-73.11840895,7.11161725
CRA 21 # 15-45,San Francisco,1105203.141,1280589.518,Tipo Tráfico,4'',-73.12517374,7.132514565
CL 32 # 25-31 ,Antonia Santos centro,1105846.556,1279648.203,Tipo Tráfico,4'',-73.11936757,7.12399207
TRANS 2A # 53-30 T 2 ,Ciudadela Real de Minas,1104695.744,1277466.978,Tipo Tráfico,4'',-73.12982437,7.104292954
CRA 1W # 53-20 INT 8,Ciudadela Real de Minas,1104605.878,1277464.701,Tipo Tráfico,4'',-73.13063778,7.104274028
CL 27#5-33,Girardot,1104092.259,1279405.718,Tipo Milán,3'',-73.13525075,7.121832371
CL 13 # 28-38,Universidad,1105876.135,1280902.428,Tipo Milán,3'',-73.11907626,7.135330986
CRA 32 # 19-68 ,San Alonso,1106244.818,1280367.163,Tipo Tráfico,4'',-73.11574922,7.13048471
CRA 41 # 40-131 ,Cabecera del Llano,1107252.912,1279632.076,Tipo Tráfico,4'',-73.10663855,7.123819714
CL 44 # 34-42 ,Cabecera del Llano,1106829.806,1279215.339,Tipo Tráfico,4'',-73.11047609,7.120060021
CL 45#20 BOMBA PETROBRAS,Centro,1105746.084,1278803.119,Tipo Tráfico,4'',-73.12029281,7.116353523
CRA 21B CL 116 MZ-N-CASA 14 P 3,Brisas de Provenza,1106223.509,1274786.766,Tipo Tráfico,4'',-73.11604695,7.080032607
CRA 21B CL 115 MZ H CASA 12 P 1,Brisas de Provenza,1106117.908,1274719.207,Tipo Tráfico,4'',-73.11700396,7.079423783
TRANS 112 # 20-53 ,Granjas de Provenza,1105944.081,1274862.065,Tipo Tráfico,4'',-73.1185745,7.080718612
CRA 32 # 39N-27,Bosconia,1106507.56,1283005.84,Tipo Milán,3'',-73.11332106,7.154336037
CL 64 # 28-41 BL 13 ,Conucos,1106630.128,1277594.815,Tipo Tráfico,4'',-73.11231401,7.105412612
CRA 33 # 69-04,Antonia Santos sur,1106823.409,1277398.229,Tipo Tráfico,4'',-73.11056836,7.103631639
CRA 27 # 84-18 ,Diamante II,1106897.023,1276126.9,Tipo Tráfico,4'',-73.1099261,7.092136148
CRA 27A # 81-04 MULTIFAMILIAR DIAMANTE II,Diamante II,1106831.694,1276364.259,Tipo Tráfico,4'',-73.11051288,7.094283348
CRA 29 # 93-31 INT 31A ,Villa Diamante,1106894.566,1276523.304,Tipo Tráfico,4'',-73.10994085,7.095720083
CRA 53BW # 32-41 T 4 (MOD.A) ,Río de Oro I,1101042.803,1277616.105,Tipo Tráfico,4'',-73.16288443,7.105707619
CRA 54W # 35-14 T 5 (MOD.A) ,Río de Oro I,1100986.6,1277465.315,Tipo Tráfico,4'',-73.16339582,7.104345308
CRA 57W # 44-14 T 3 ,Río de Oro I,1100746.482,1277085.304,Tipo Tráfico,4'',-73.16557591,7.100913844
TRANS 22A # 87-41,Diamante II,1106492.911,1276188.85,Tipo Milán,3'',-73.11358241,7.092703843
CL 87 # 24-08,Diamante II,1106634.459,1276066.423,Tipo Milán,3'',-73.11230361,7.091594317
CRA 21 # 46-20,La Concordia,1105818.714,1278674.58,Tipo Tráfico,4'',-73.11963784,7.115190033
CRA 27 # 60-16,Ricaurte,1106426.346,1277791.304,Tipo Milán,3'',-73.11415472,7.10719291
CL 51 # 23-45 ,Nuevo Sotomayor,1106197.474,1278492.743,Tipo Tráfico,4'',-73.11621305,7.113538943
CRA 23 # 35-54 ,Antonia Santos centro,1105767.502,1279257.582,Tipo Tráfico,4'',-73.12009044,7.120461934
CRA 26N#3,Regadero Norte,1105506.3,1282189.507,Tipo Tráfico,4'',-73.1223997,7.14697444
CRA 26B # 1N-171 T 3 ,Regadero Norte,1105447.117,1282326.024,Tipo Tráfico,4'',-73.12293285,7.148209807
CL 31 # 31-63,La Aurora,1106360.994,1280058.745,Tipo Tráfico,4'',-73.11470349,7.127694114
CL 37 # 25-48 T SUR ,Bólivar,1106069.94,1279219.607,Tipo Tráfico,4'',-73.11735371,7.120112932
CRA 17#45-107,La Concordia,1105508.358,1278594.521,Tipo Tráfico,4'',-73.1224484,7.11447202
CL 28A#3-12,Girardot,1103950.663,1279272.217,Tipo Milán,3'',-73.13653484,7.12062798
CL 58 # 4-71 OF. TRÁNSITO Y MOVILIDAD GIRÓN ,Zona Industrial Autopista a Bucaramanga lado sur,1102406.616,1275165.03,Tipo Tráfico,4'',-73.15058483,7.083522641
CL 57 # 20-06,El Rosal,1103975.866,1285561.395,Tipo Milán,3'',-73.13619032,7.177488355
CL 35 #22-37,Antonia Santos centro,1105617.215,1279261.348,Tipo Tráfico,4'',-73.12145064,7.120498793
CL 7 # 23-53,Comuneros,1105280.374,1281392.038,Tipo Tráfico,4'',-73.12445965,7.139768733
CL 115 # 22-77 ,Provenza,1106370.003,1274793.533,Tipo Milán,3'',-73.11472099,7.080091046
CRA 17A # 61-29,La Ceiba,1106050.769,1277462.85,Tipo Tráfico,4'',-73.11756022,7.104230402
CRA 28 # 19-59 ,San Alonso,1105918.707,1280313.169,Tipo Tráfico,4'',-73.11870201,7.130002688
CL 94A # 33-105,El Tejar,1107171.159,1276671.832,Tipo Milán,3'',-73.10743467,7.097057708
CRA 19 # 17,San Francisco,1105037.298,1280418.472,Tipo Tráfico,4'',-73.12667805,7.130971218
CL 16 # 19-48,San Francisco,1105075.297,1280506.675,Tipo Tráfico,4'',-73.12633246,7.131767955
CRA 11#17,Gaitán,1104294.674,1280312.806,Tipo Milán,3'',-73.13340185,7.13002967
CRA 33A # 30-43,Quinta Dania,1106622.125,1280220.271,Tipo Milán,3'',-73.11233684,7.129149536
CRA 35 # 13-29 ,Los Pinos,1106893.8,1280784.793,Tipo Milán,3'',-73.10986709,7.134248237
CL 22 # 20-24 ANDES 22,Alarcón,1105253.778,1279957.992,Tipo Tráfico,4'',-73.1247272,7.126803967
CL 18 # 29-22,San Alonso,1106009.269,1280501.499,Tipo Tráfico,4'',-73.11787875,7.131703677
CL 8 # 19-37,Comuneros,1104919.201,1281223.849,Tipo Tráfico,4'',-73.12773199,7.138254867
CRA 50 # 54-32,Pan de Azucar,1107690.916,1278316.894,Tipo Tráfico,4'',-73.10269916,7.11192084
CL 14 # 26-28,San Francisco,1105668.075,1280815.897,Tipo Milán,3'',-73.12096115,7.134552561
CL 15 # 20-36,San Francisco,1105136.296,1280617.084,Tipo Tráfico,4'',-73.12577827,7.132765029
CRA 27 # 54-10 ,Bolarqui,1106340.231,1278224.946,Tipo Tráfico,4'',-73.11492598,7.111115099
CRA 19 # 65-56,La Victoria,1106149.69,1277105.445,Tipo Tráfico,4'',-73.1166716,7.100997245
CL 28 # 30-02,La Aurora,1106132.908,1280087.765,Tipo Tráfico,4'',-73.11676743,7.12796078
CL 30 # 29-06,La Aurora,1106092.809,1279993.291,Tipo Tráfico,4'',-73.11713216,7.127107391
CL 1N#12-49,Norte Bajo,1103967.542,1281712.503,Tipo Tráfico,4'',-73.13633701,7.142690464
CL 58 # 32-21,Mercedes,1106803.083,1277990.933,Tipo Tráfico,4'',-73.11074112,7.10899066
DG 54 # 50-124,Pan de Azucar,1107855.743,1278857.542,Tipo Milán,3'',-73.10119698,7.11680568
CRA 19#39-35,Centro,1105534.028,1278880.534,Tipo Tráfico,4'',-73.12221071,7.117057396
CL 27#6,Girardot,1104162.193,1279417.807,Tipo Milán,3'',-73.13461753,7.121940377
CRA 48 # 30-21 ,Venado de oro,1107219.837,1280271.566,Tipo Tráfico,4'',-73.10692575,7.129601963
CL 113 # 22-07 ,Granjas de Provenza,1106208.8,1274946.139,Tipo Tráfico,4'',-73.11617709,7.081473787
CRA 13 #43-65,Garcia Rovira,1104984.043,1278516.049,Tipo Milán,3'',-73.12719551,7.113772317
CRA 39 # 51-14 ,Cabecera del Llano,1107270.376,1278724.91,Tipo Tráfico,4'',-73.10649772,7.115617698
CRA 25 # 105-12 ,Provenza,1106840.268,1275442.525,Tipo Tráfico,4'',-73.11045267,7.085949768
CRA 41 # 34A-113 ,Cabecera del Llano,1107317.684,1279915.891,Tipo Tráfico,3'',-73.10604688,7.126384455
CRA 41 # 34A-15 CASA 1,Cabecera del Llano,1107331.069,1279962.264,Tipo Tráfico,3'',-73.10592484,7.126803458
CRA 14A#45-71 ,Chorreras de Don Juan,1105137.736,1278475.769,Tipo Milán,4'',-73.12580516,7.113405288
CRA 10#56-28 - BODEGAS VEGAS DE VILLAMIZAR ,Zona Industrial Autopista a Bucaramanga lado sur,1101509.908,1275024.14,Tipo Tráfico,4'',-73.1587031,7.082264942
DG 15 #52-61,La Concordia,1105860.547,1278166.396,Tipo Tráfico,4'',-73.11926872,7.11059475
CRA 21A # 110-11 ,Granjas de Provenza,1106178.978,1275029.924,Tipo Tráfico,4'',-73.11644543,7.082231846
CL 114 # 18-26 ,Brisas de Provenza,1106043.291,1274784.969,Tipo Milán,3'',-73.11767804,7.080019729
CRA 18 # 11-43,Modelo,1104849.725,1280876.162,Tipo Tráfico,4'',-73.12836734,7.135112708
CRA 26 # 21-48 ,San Francisco,1105785.649,1280087.102,Tipo Tráfico,4'',-73.11991062,7.127961305
CRA 25 # 21-44 CASA 1,San Francisco,1105688.309,1280118.886,Tipo Milán,3'',-73.12079108,7.128250489
CRA 1A#46,Campo Hermoso,1104129.286,1277828.167,Tipo Tráfico,4'',-73.13494471,7.107568933
CRA 20#28-30,Alarcón,1105311.559,1279709.015,Tipo Tráfico,4'',-73.12420885,7.124551873
VIA BUCARAMANGA-RIONEGRO # 40- 173 FINCA GETSEMANI,Campestre Norte,1104367.389,1285152.824,Tipo Milán,3'',-73.13265372,7.173787167
CL 43N # 23-30 ,Campestre Norte,1104494.937,1284992.584,Tipo Tráfico,4'',-73.1315021,7.172336055
CRA 22 # 22-73,Alarcón,1105432.385,1279931.876,Tipo Tráfico,4'',-73.12311105,7.126564518
CL 23N # 12-105,Kennedy,1104108.469,1283091.341,Tipo Milán,3'',-73.13503583,7.155154014
CRA 12 # 16N-PAR,Kennedy,1104134.901,1282792.538,Tipo Tráfico,4'',-73.13480211,7.152452029
CL 9ABISN # 10A-24 T 26 ,Minuto de Dios,1104367.804,1282342.893,Tipo Milán,3'',-73.13270225,7.148382441
HOSPITAL DEL NORTE ENTRE CRA 9 - CRA10,Tejar Norte,1104175.999,1282358.816,Tipo Milán,3'',-73.13443814,7.148529964
VIA AL MAR KM 2 # 1-95,Esperanza III,1104623.173,1282290.759,Tipo Milán,3'',-73.13039167,7.147906352
CL 16#12,Gaitán,1104369.183,1280423.282,Tipo Milán,3'',-73.13272539,7.131027112
CL  45#1OCC,Campo Hermoso,1103859.644,1277769.949,Tipo Tráfico,4'',-73.13738631,7.107047536
CL  45 #1A ZONA VERDE ,Campo Hermoso,1104089.623,1277956.745,Tipo Milán,3'',-73.13530132,7.108732144
CL  41 ENTRE CALLE 4 Y 4A CENTRO DE SALUD LA JOYA,Alfonso López,1104208.505,1278541.457,Tipo Tráfico,6'',-73.13421453,7.114016383
CRA 21 # 46A-31,La Concordia,1105875.815,1278625.786,Tipo Milán,3'',-73.11912192,7.114747814
CRA 21 # 68-56,La Victoria,1106417.425,1276939.831,Tipo Milán,3'',-73.11425149,7.099494892
CL 69 # 9-14 ,Bucaramanga,1105301.788,1276175.47,Tipo Milán,3'',-73.12436314,7.09260512
CRA 32 # 99A-08 ,La Libertad,1107173.558,1276427.599,Tipo Milán,3'',-73.10741759,7.094849545
CL 104F # 8B-44 BL 4 ,El Porvenir,1104832.056,1274939.359,Tipo Milán,3'',-73.12863741,7.081438069
CL 104G # 7A-76 T 4 ,El Porvenir,1104627.814,1274915.026,Tipo Milán,3'',-73.13048635,7.081221833
VIA AL MAR CRA 21 # 38N-10 SUB ESTACION LOS PALOS,,1104362.376,1284411.94,Tipo Milán,3'',-73.1327129,7.167088898
CL 104 # 29-15,Diamante I,1107059.499,1276108.618,Tipo Milán,3'',-73.10845593,7.091967795
CL 24 # 18,Granada,1105083.475,1279772.247,Tipo Milán,3'',-73.12627214,7.125127809
CRA 25 # 7A-30,Universidad,1105439.047,1281325.686,Tipo Tráfico,4'',-73.12302465,7.139165874
CRA 38 # 44-08 ,Cabecera del Llano,1107066.847,1279235.649,Tipo Tráfico,4'',-73.10833019,7.120239151
CRA 16 # 07,Comuneros,1104662.232,1281271.826,Tipo Tráfico,4'',-73.13005708,7.138693409
CRA 38 # 45-74 ,Cabecera del Llano,1107079.203,1279051.478,Tipo Milán,3'',-73.10822185,7.118573826
AV 38 # 48-12 T.A ,Cabecera del Llano,1107056.531,1278872.5,Tipo Tráfico,4'',-73.10843046,7.116956114
CL 8 # 23-50,Comuneros,1105312.99,1281285.029,Tipo Tráfico,4'',-73.12416643,7.138800644
CRA 13#59-66 BODEGAS SIÓN 3,La Esmeralda,1101186.735,1275382.416,Tipo Tráfico,3'',-73.16162162,7.085509935
CL 58#8 - 51 ,Zona Industrial Autopista a Bucaramanga lado sur,1101932.617,1275216.794,Tipo Milán,3'',-73.15487388,7.083999178
CL  58#9-24 KM 6 ,Zona Industrial Autopista a Bucaramanga lado sur,1101658.938,1275232.217,Tipo Milán,3'',-73.15735056,7.08414353
CL  51 #13A-48,San Miguel,1105113.695,1277976.902,Tipo Milán,3'',-73.12603205,7.108895451
CRA 17#37 ESQUINA GOBERNACIÓN ,Garcia Rovira,1104655.252,1278822.229,Tipo Tráfico,4'',-73.13016576,7.116546605
CL  34 10-45,Garcia Rovira,1104613.409,1278977.907,Tipo Tráfico,4'',-73.1305416,7.117954869
CL  45#10 OCC 21,1 de Mayo,1103449.631,1277317.205,Tipo Tráfico,4'',-73.14110563,7.102961747
CL  45 #4A-66,Chorreras de Don Juan,1104403.638,1278169.727,Tipo Milán,3'',-73.13245523,7.110651942
CRA 15#31,Don Bosco,1102794.204,1278207.422,Tipo Milán,3'',-73.14702168,7.11102223
CRA 20 # 24,Alarcón,1105248.132,1279839.248,Tipo Milán,3'',-73.12478052,7.125730503
CRA 21#31-41,Antonia Santos centro,1105467.12,1279528.726,Tipo Tráfico,4'',-73.12280419,7.122918976
CL 12 # 20-73 BOMBEROS ,Mutualidad,1105130.545,1280824.131,Tipo Tráfico,4'',-73.12582646,7.134637059
CL 41#18,Centro,1105416.408,1278837.557,Tipo Milán,3'',-73.12327611,7.116671032
CRA 20#39,Centro,1105625.957,1278945.468,Tipo Milán,3'',-73.12137743,7.117642752
CRA 15#32-06,Centro,1104945.505,1279256.339,Tipo Tráfico,4'',-73.12753055,7.120466027
CRA 15#37-13,Centro,1105120.08,1278885.357,Tipo Tráfico,4'',-73.12595734,7.117108714
CRA 12#13,Gaitán,1104322.588,1280673.942,Tipo Tráfico,4'',-73.1331425,7.133294204
CL 28 #17,Granada,1105021.103,1279663.881,Tipo Milán,3'',-73.1268387,7.124149231
CL 29#16,Granada,1104969.35,1279560.799,Tipo Milán,3'',-73.12730906,7.123218225
CL 26#1 OCC,La Feria,1103559.157,1279378.638,Tipo Milán,3'',-73.14007652,7.12159734
CL 34#17-53,Centro,1105226.534,1279218.277,Tipo Piso,2'',-73.1249876,7.120116677
VIA AL MAR KM 2 CL 8N # 15-04,Miramar,1104626.158,1282245.6,Tipo Tráfico,4'',-73.1303655,7.147498015
CRA 36 # 41-37/ 39 ,El Prado,1106930.185,1279405.897,Tipo Milán,3'',-73.10956392,7.121780953
CRA 39 # 44-125 T 2 ,Cabecera del Llano,1107200.524,1279172.968,Tipo Tráfico,4'',-73.10712145,7.119669914
CRA 39 # 48-135 ,Cabecera del Llano,1107261.839,1278745.344,Tipo Tráfico,4'',-73.10657461,7.11580261
CL 45 # 37-11 ,Cabecera del Llano,1107040.027,1279145.667,Tipo Tráfico,4'',-73.10857466,7.119426132
CRA 8W # 41-88,Campo Hermoso,1103370.778,1277628.663,Tipo Milán,3'',-73.14181363,7.105779107
CRA 9AW # 44-03,Campo Hermoso,1103428.421,1277511.189,Tipo Milán,3'',-73.14129405,7.10471596
CRA 9BW # 41-01,Campo Hermoso,1103276.579,1277500.83,Tipo Milán,3'',-73.14266856,7.104625082
CRA 10W # 50-137,Charta,1103727.547,1277043.611,Tipo Milán,3'',-73.13859524,7.100483082
CL 55 # 25-12,Colorados,1104547.502,1285671.007,Tipo Milán,3'',-73.1310136,7.178468721
CL 72 # 31-36 SOL II ET,Quebrada La iglesia,1106995.277,1277226.887,Tipo Milán,2'',-73.10901604,7.102079284
DG 32 # 33A-119 ,Quinta Brigada,1106832.976,1280337.398,Tipo Milán,4'',-73.11042613,7.130204497
CRA 51 # 73-99 CASA 4,Lagos del Cacique,1108004.756,1277126.429,Tipo Milán,3'',-73.09988134,7.10115188
CL 100 # 36-39 CASA 61 URB EL GIRASOL,El Tejar,1107561.209,1276530.684,Tipo Milán,3'',-73.10390712,7.095774193
CL 51 # 23-60 ,Nuevo Sotomayor,1106211.501,1278486.145,Tipo Milán,4'',-73.11608621,7.113479024
CRA 26 # 18-79,San Francisco,1105716.061,1280362.397,Tipo Milán,4'',-73.12053532,7.130451558
CL 74 # 53-23,Lagos del Cacique,1108204.455,1277103.771,Tipo Milán,4'',-73.09807433,7.100943219
CL 74 # 52-90,Lagos del Cacique,1108176.442,1277122.652,Tipo Tráfico,4'',-73.09832751,7.101114455
CL 51 # 26A-20 ,Nuevo Sotomayor,1106288.839,1278648.551,Tipo Milán,4'',-73.11538316,7.114945882
CL 106 # 26A-05 T 2 ,Provenza,1107050.39,1275588.714,Tipo Milán,4'',-73.10854819,7.087267512
CRA 49 # 53-200 ,Pan de Azucar,1107647.861,1278340.389,Tipo Tráfico,4'',-73.1030884,7.112134075
CL 35 # 27-79 ,Mejoras Públicas,1106215.997,1279502.604,Tipo Tráfico,4'',-73.11602639,7.122668761
TRANS 93 # 34-180 T 5 ,El Tejar,1107105.25,1276978.869,Tipo Tráfico,6'',-73.10802539,7.099834878
